,loss,mae,val_loss,val_mae,test_loss,test_mae,epoch
0,0.12884564697742462,0.12884564697742462,0.05962655320763588,0.05962655320763588,0.05962655320763588,0.05962655320763588,0
1,0.054981838911771774,0.054981838911771774,0.05233611539006233,0.05233611539006233,0.05233611539006233,0.05233611539006233,1
2,0.050976891070604324,0.050976891070604324,0.04982466250658035,0.04982466250658035,0.04982466250658035,0.04982466250658035,2
3,0.04922166466712952,0.049221668392419815,0.04866549000144005,0.04866548255085945,0.04866549000144005,0.04866548255085945,3
4,0.04814745858311653,0.04814745858311653,0.047809798270463943,0.047809798270463943,0.047809798270463943,0.047809798270463943,4
5,0.04745741933584213,0.04745741933584213,0.04742678627371788,0.04742678627371788,0.04742678627371788,0.04742678627371788,5
6,0.04690607264637947,0.04690607264637947,0.0466957613825798,0.0466957613825798,0.0466957613825798,0.0466957613825798,6
7,0.04634612798690796,0.04634612798690796,0.0464206263422966,0.0464206263422966,0.0464206263422966,0.0464206263422966,7
8,0.045891884714365005,0.045891884714365005,0.046068623661994934,0.046068623661994934,0.046068623661994934,0.046068623661994934,8
9,0.04556707665324211,0.04556707665324211,0.045576825737953186,0.045576825737953186,0.045576825737953186,0.045576825737953186,9
10,0.0454433299601078,0.045443326234817505,0.045609794557094574,0.045609794557094574,0.045609794557094574,0.045609794557094574,10
11,0.04511363059282303,0.04511363059282303,0.0450095534324646,0.0450095571577549,0.0450095534324646,0.0450095571577549,11
12,0.04479648545384407,0.04479648545384407,0.04485011100769043,0.04485011473298073,0.04485011100769043,0.04485011473298073,12
13,0.04454496502876282,0.04454496502876282,0.04478655755519867,0.04478655755519867,0.04478655755519867,0.04478655755519867,13
14,0.044575560837984085,0.044575560837984085,0.04446312412619591,0.04446312412619591,0.04446312412619591,0.04446312412619591,14
15,0.04436985030770302,0.04436985030770302,0.04438934847712517,0.04438934847712517,0.04438934847712517,0.04438934847712517,15
16,0.0441984198987484,0.0441984198987484,0.044638365507125854,0.044638365507125854,0.044638365507125854,0.044638365507125854,16
17,0.04403284192085266,0.04403284192085266,0.044258058071136475,0.044258058071136475,0.044258058071136475,0.044258058071136475,17
18,0.04399808123707771,0.04399808123707771,0.044604528695344925,0.044604528695344925,0.044604528695344925,0.044604528695344925,18
19,0.04374422878026962,0.04374422878026962,0.04402367025613785,0.04402367025613785,0.04402367025613785,0.04402367025613785,19
20,0.04383227974176407,0.04383227974176407,0.044049959629774094,0.044049959629774094,0.044049959629774094,0.044049959629774094,20
21,0.04361962899565697,0.04361962899565697,0.043931011110544205,0.043931011110544205,0.043931011110544205,0.043931011110544205,21
22,0.04350508749485016,0.04350509122014046,0.04384860768914223,0.04384860768914223,0.04384860768914223,0.04384860768914223,22
23,0.04340744391083717,0.04340743273496628,0.04357025399804115,0.04357025399804115,0.04357025399804115,0.04357025399804115,23
24,0.043342504650354385,0.043342504650354385,0.043435435742139816,0.043435435742139816,0.043435435742139816,0.043435435742139816,24
25,0.04332060366868973,0.04332059994339943,0.04361628741025925,0.04361628741025925,0.04361628741025925,0.04361628741025925,25
26,0.04323107749223709,0.04323107749223709,0.043464578688144684,0.043464578688144684,0.043464578688144684,0.043464578688144684,26
27,0.043125052005052567,0.043125052005052567,0.043397653847932816,0.043397653847932816,0.043397653847932816,0.043397653847932816,27
28,0.043102242052555084,0.043102242052555084,0.0433284156024456,0.0433284156024456,0.0433284156024456,0.0433284156024456,28
29,0.04301264137029648,0.04301264137029648,0.043361689895391464,0.043361689895391464,0.043361689895391464,0.043361689895391464,29
30,0.04297347366809845,0.04297347366809845,0.043346475809812546,0.04334647208452225,0.043346475809812546,0.04334647208452225,30
31,0.042913179844617844,0.042913179844617844,0.04313747584819794,0.04313747584819794,0.04313747584819794,0.04313747584819794,31
32,0.04296479746699333,0.04296479746699333,0.04323695972561836,0.04323695972561836,0.04323695972561836,0.04323695972561836,32
33,0.04288848862051964,0.04288848862051964,0.04331076517701149,0.04331076517701149,0.04331076517701149,0.04331076517701149,33
34,0.042772326618433,0.042772326618433,0.04321650043129921,0.04321650043129921,0.04321650043129921,0.04321650043129921,34
35,0.04271594434976578,0.04271594434976578,0.043162524700164795,0.043162524700164795,0.043162524700164795,0.043162524700164795,35
36,0.04270267114043236,0.04270267114043236,0.0431239977478981,0.0431239940226078,0.0431239977478981,0.0431239940226078,36
37,0.04267405346035957,0.04267405346035957,0.042969923466444016,0.042969923466444016,0.042969923466444016,0.042969923466444016,37
38,0.04265398532152176,0.04265398532152176,0.042816441506147385,0.04281644523143768,0.042816441506147385,0.04281644523143768,38
39,0.04251030087471008,0.04251030087471008,0.04288024082779884,0.04288024082779884,0.04288024082779884,0.04288024082779884,39
40,0.04257786273956299,0.04257785901427269,0.04287143051624298,0.04287143051624298,0.04287143051624298,0.04287143051624298,40
41,0.04259367659687996,0.04259367659687996,0.04277441278100014,0.04277441278100014,0.04277441278100014,0.04277441278100014,41
42,0.04248622804880142,0.04248622804880142,0.04281799495220184,0.04281799495220184,0.04281799495220184,0.04281799495220184,42
43,0.04242050275206566,0.04242050275206566,0.04289722070097923,0.04289722070097923,0.04289722070097923,0.04289722070097923,43
44,0.04241611808538437,0.04241611808538437,0.04284793883562088,0.04284794256091118,0.04284793883562088,0.04284794256091118,44
45,0.04240855574607849,0.04240855574607849,0.042774803936481476,0.04277481138706207,0.042774803936481476,0.04277481138706207,45
46,0.042384229600429535,0.042384229600429535,0.04299097880721092,0.042990975081920624,0.04299097880721092,0.042990975081920624,46
47,0.04232671484351158,0.04232671856880188,0.04293333366513252,0.04293333366513252,0.04293333366513252,0.04293333366513252,47
48,0.0422920398414135,0.0422920398414135,0.04288017377257347,0.04288017377257347,0.04288017377257347,0.04288017377257347,48
49,0.042293913662433624,0.042293913662433624,0.04261784628033638,0.04261784628033638,0.04261784628033638,0.04261784628033638,49
50,0.042269010096788406,0.042269010096788406,0.042675357311964035,0.042675357311964035,0.042675357311964035,0.042675357311964035,50
51,0.04229699447751045,0.04229699447751045,0.04285707324743271,0.04285707324743271,0.04285707324743271,0.04285707324743271,51
52,0.04227885231375694,0.04227885231375694,0.04280207306146622,0.04280207306146622,0.04280207306146622,0.04280207306146622,52
53,0.042177438735961914,0.042177438735961914,0.04262980818748474,0.04262980818748474,0.04262980818748474,0.04262980818748474,53
54,0.04217342659831047,0.04217342659831047,0.042619895190000534,0.042619895190000534,0.042619895190000534,0.042619895190000534,54
55,0.04216093197464943,0.04216093197464943,0.04271181672811508,0.04271181672811508,0.04271181672811508,0.04271181672811508,55
56,0.04210170358419418,0.04210170358419418,0.042827058583498,0.0428270623087883,0.042827058583498,0.0428270623087883,56
57,0.04209379479289055,0.04209379106760025,0.042595475912094116,0.042595479637384415,0.042595475912094116,0.042595479637384415,57
58,0.04207540303468704,0.04207540303468704,0.04278919845819473,0.04278919845819473,0.04278919845819473,0.04278919845819473,58
59,0.04209020361304283,0.04209020361304283,0.04276147484779358,0.04276147484779358,0.04276147484779358,0.04276147484779358,59
60,0.04205315187573433,0.04205315187573433,0.042597610503435135,0.042597610503435135,0.042597610503435135,0.042597610503435135,60
61,0.042059604078531265,0.042059604078531265,0.0428415946662426,0.0428415946662426,0.0428415946662426,0.0428415946662426,61
62,0.04198698699474335,0.04198698699474335,0.04278067871928215,0.04278068244457245,0.04278067871928215,0.04278068244457245,62
63,0.04203922674059868,0.04203922674059868,0.04248073324561119,0.04248073324561119,0.04248073324561119,0.04248073324561119,63
64,0.04199601337313652,0.04199601337313652,0.04305652529001236,0.04305652529001236,0.04305652529001236,0.04305652529001236,64
65,0.04200732707977295,0.04200732707977295,0.04310736060142517,0.04310736060142517,0.04310736060142517,0.04310736060142517,65
66,0.041988614946603775,0.041988614946603775,0.04270429536700249,0.04270429164171219,0.04270429536700249,0.04270429164171219,66
67,0.0419505313038826,0.0419505275785923,0.042572539299726486,0.042572539299726486,0.042572539299726486,0.042572539299726486,67
68,0.041913267225027084,0.041913267225027084,0.04292597994208336,0.04292597994208336,0.04292597994208336,0.04292597994208336,68
69,0.04191135615110397,0.04191135615110397,0.04281928017735481,0.04281928017735481,0.04281928017735481,0.04281928017735481,69
